"category","expertneeded","length","name","stub"
"Category:Probability distributions",False,23691,"Stable distribution",False
"Category:Decision theory",False,13118,"John Harsanyi",False
"Category:Statistical software",False,4359,"UIMA",False
"Category:Fields of application of statistics",False,2215,"ISCB Senior Scientist Awards",False
"Category:Statistical charts and diagrams",False,6282,"Probability plot correlation coefficient plot",False
"Category:Data collection",False,1351,"Click analytics",False
"Category:Information, knowledge, and uncertainty",False,118753,"Human papillomavirus",False
"Category:Decision theory",False,1398,"Sion's minimax theorem",False
"Category:Fields of application of statistics",False,1845,"XBin",False
"Category:Statistical theory",False,10663,"Bayes' rule",False
"Category:Time series analysis",False,20245,"Unscented transform",False
"Category:Fields of application of statistics",False,110229,"Copa Libertadores records and statistics",False
"Category:Fields of application of statistics",False,3418,"Arthur Goldberger",False
"Category:Fields of application of statistics",False,2567,"Friis formulas for noise",False
"Category:Information, knowledge, and uncertainty",False,689,"Continuous operation",False
"Category:Time series analysis",False,92,"Cohen's class distribution function",False
"Category:Statistical terminology",False,72,"Marginal total",False
"Category:Data collection",False,505,"Optrint",False
"Category:Statistical randomness",False,4196,"Ward Whitt",False
"Category:Stochastic processes",False,1944,"Jump diffusion",False
"Category:Decision theory",False,2957,"International Center for Human Development",False
"Category:Decision theory",False,2558,"Mean field game theory",False
"Category:Logic and statistics",False,5668,"Statistical conclusion validity",False
"Category:Information, knowledge, and uncertainty",False,2668,"Magic pipe",False
"Category:Fields of application of statistics",False,11327,"Wax thermostatic element",False
"Category:Fields of application of statistics",False,5828,"Alfredo Morabia",False
"Category:Summary statistics",False,19587,"Percentile",False
"Category:Statistical data sets",False,117062,"Languages in censuses",False
"Category:Statistical data sets",False,3048,"Criminal Records (Clean Slate) Act 2004",False
"Category:Decision theory",False,16085,"Psychological pricing",False
"Category:Statisticians",False,2601,"David W. Vincent",False
"Category:Logic and statistics",False,5536,"Content validity",False
"Category:Data analysis",False,19988,"Police-enforced ANPR in the UK",False
"Category:Information, knowledge, and uncertainty",False,1005,"Match report",False
"Category:Data collection",False,6888,"Countersurveillance",False
"Category:Statistical software",False,11790,"JHepWork",False
"Category:Fields of application of statistics",False,3856,"Weibull modulus",False
"Category:Fields of application of statistics",False,920,"Average accounting return",False
"Category:Statistical deviation and dispersion",False,9685,"Rarefaction (ecology)",False
"Category:Statistical data coding",False,5033,"Central Macedonia",False
"Category:Data collection",False,1403,"Calvin-Rehoboth Robotic Observatory",False
"Category:Statistical data coding",False,1993,"Mainland Finland",False
"Category:Statistical data types",False,8963,"Misery index (economics)",False
"Category:Statistics stubs",False,788,"Population reconstruction",True
"Category:Information, knowledge, and uncertainty",False,53994,"Appropriation (music)",False
"Category:Fields of application of statistics",False,96617,"Michelle Bachelet",False
"Category:Time series analysis",False,1583,"Frequency deviation",False
"Category:Information, knowledge, and uncertainty",False,9114,"Thesaurus (information retrieval)",False
"Category:Fields of application of statistics",False,3473,"Social network change detection",False
"Category:Statistical theory",False,18568,"Throughput",False
"Category:Decision theory",False,1193,"Recency principle",False
"Category:Information, knowledge, and uncertainty",False,7679,"Universal Networking Language",False
"Category:Fields of application of statistics",False,5213,"Fertility-development controversy",False
"Category:Fields of application of statistics",False,3781,"ICstat",False
"Category:Fields of application of statistics",False,5003,"First passage percolation",False
"Category:Fields of application of statistics",False,1051,"Fusionviewer",False
"Category:Time series analysis",False,2869,"Trend analysis",False
"Category:Statistical theory",False,730,"Pseudorandom ensemble",False
"Category:Fields of application of statistics",False,3455,"Wavefront coding",False
"Category:Probability distributions",False,21389,"Weibull distribution",False
"Category:Time series analysis",False,2487,"BV4.1 (software)",False
"Category:Statistical data coding",False,12264,"Moravian-Silesian Region",False
"Category:Statistical theory",False,5768,"Self-information",False
"Category:Fields of application of statistics",False,3223,"LOLI Database",False
"Category:Information, knowledge, and uncertainty",False,7612,"Censoring (statistics)",False
"Category:Statistical organizations",False,4817,"Pakistan Statistical Society",False
"Category:Fields of application of statistics",False,10426,"Multiple mini interview",False
"Category:Decision theory",False,4308,"Ordinal utility",False
"Category:Fields of application of statistics",False,6995,"Pipelining (DSP implementation)",False
"Category:Fields of application of statistics",False,1528,"Image differencing",False
"Category:Information, knowledge, and uncertainty",False,22756,"Consumer-driven health care",False
"Category:Decision theory",False,3631,"Votebank",False
"Category:Fields of application of statistics",False,8556,"Development testing",False
"Category:Decision theory",False,10453,"Dictator game",False
"Category:Statistical data types",False,32141,"Ecological footprint",False
"Category:Fields of application of statistics",False,12329,"Environmental indicator",False
"Category:Fields of application of statistics",False,118672,"Colony collapse disorder",False
"Category:Statistical distance measures",False,11527,"Jensen–Shannon divergence",False
"Category:Fields of application of statistics",False,22412,"System dynamics",False
"Category:Statistical data sets",False,9996,"Demographics of Uganda",False
"Category:Information, knowledge, and uncertainty",False,6044,"Risk management in Indian banks",False
"Category:Bayesian statistics",False,7237,"Bayes linear statistics",False
"Category:Information, knowledge, and uncertainty",False,1648,"International Journal of Government Auditing",False
"Category:Decision theory",False,30611,"Hallstein Doctrine",False
"Category:Bayesian statistics",False,2910,"Bayesian statistics",False
"Category:Regression analysis",False,1588,"Log-linear model",False
"Category:Fields of application of statistics",False,9546,"Scientific plagiarism in the United States",False
"Category:Statistical data coding",False,3023,"ISO 3166-2:DE",False
"Category:Stochastic processes",False,8256,"FIFO",False
"Category:Decision theory",False,3097,"Litigation risk analysis",False
"Category:Statisticians",False,6109,"A. W. F. Edwards",False
"Category:Decision theory",False,9193,"Standard of Good Practice",False
"Category:Information, knowledge, and uncertainty",False,5345,"General formal ontology",False
"Category:Fields of application of statistics",False,5113,"Pseudoconvex function",False
"Category:Design of experiments",False,2341,"Sudoku Gridmaster",False
"Category:Fields of application of statistics",False,5602,"Delta neutral",False
"Category:Stochastic processes",False,1987,"Feller-continuous process",False
"Category:Information, knowledge, and uncertainty",False,5007,"Enterprise liability",False
"Category:Statistical software",False,8546,"TARGIT Business Intelligence",False
"Category:Statistical data sets",False,4034,"Demographics of Tonga",False
"Category:Statistical data coding",False,12166,"Vorarlberg",False
"Category:Data analysis",False,1133,"Combinatorial data analysis",True
"Category:Data analysis",False,1734,"Project Houdini",False
"Category:Time series analysis",False,16358,"Autoregressive conditional heteroskedasticity",False
"Category:Statistical data types",False,16496,"Ibrahim Index of African Governance",False
"Category:Stochastic processes",False,14164,"Itō's lemma",False
"Category:Statistical data types",False,6426,"Ceridian-UCLA Pulse of Commerce Index",False
"Category:Statistical terminology",False,75,"Asymptotic normality",False
"Category:Statistical charts and diagrams",False,5821,"Functional boxplot",False
"Category:Statistical data sets",False,139545,"Migration to Xinjiang",False
"Category:Statistical data coding",False,9316,"ISO 3166-2:DO",False
"Category:Stochastic processes",False,1744,"Stride scheduling",False
"Category:Data collection",False,30616,"Opinion polling for the 2015 Turkish general election",False
"Category:Statistics journals",False,323,"Econometric Reviews",True
"Category:Statistical theory",False,18722,"Simple linear regression",False
"Category:Fields of application of statistics",False,13669,"Family-based QTL mapping",False
"Category:Fields of application of statistics",False,8522,"Agent-assisted automation",False
"Category:Data analysis",False,5768,"ECML PKDD",False
"Category:Information, knowledge, and uncertainty",False,3418,"BioPerformance",False
"Category:Statistical data types",False,3853,"Ifo Business Climate Index",False
"Category:Fields of application of statistics",False,30299,"Social sequence analysis",False
"Category:Fields of application of statistics",False,1483,"Himmelblau's function",False
"Category:Fields of application of statistics",False,7161,"Business process validation",False
"Category:Data analysis",False,2866,"Carhart four-factor model",False
"Category:Data collection",False,9933,"Michael T. Flynn",False
"Category:Statistical data sets",False,3955,"Migration in Japan",False
"Category:Fields of application of statistics",False,3457,"Dynamic lot-size model",False
"Category:Statistical theory",False,32397,"Sufficient statistic",False
"Category:Fields of application of statistics",False,3773,"Wall Street Journal Economic Survey",False
"Category:Fields of application of statistics",False,5245,"Genetic epidemiology",False
"Category:Statistical data coding",False,3044,"ISO 3166-2:DJ",False
"Category:Fields of application of statistics",False,27874,"Visual Servoing",False
"Category:Fields of application of statistics",False,901,"Beat detection",False
"Category:Stochastic processes",False,2280,"Fridrikh Karpelevich",False
"Category:Information, knowledge, and uncertainty",False,36150,"Stunt performer",False
"Category:Data collection",False,8548,"National Diamond",False
"Category:Data analysis",False,1615,"Jie Tang",False
"Category:Data collection",False,2413,"Refractometry",False
"Category:Time series analysis",False,4382,"Tracking signal",False
"Category:Fields of application of statistics",False,11320,"Demographic analysis",False
"Category:Decision theory",False,2928,"CEED Institute",False
"Category:Fields of application of statistics",False,11175,"Genome survey sequence",False
"Category:Computational statistics",False,7598,"Stratified sampling",False
"Category:Decision theory",False,25178,"Foreign policy of the John F. Kennedy administration",False
"Category:Statistics stubs",False,3610,"Morris H. DeGroot",False
"Category:Information, knowledge, and uncertainty",False,12514,"Trade dress",False
"Category:Decision theory",False,52092,"General equilibrium theory",False
"Category:Statistical data coding",False,28242,"La Rioja (Spain)",False
"Category:Rankings",False,4685,"International rankings of France",False
"Category:Statistical data sets",False,10963,"Demographics of Iraq",False
"Category:Fields of application of statistics",False,9261,"Epidemiology of childhood obesity",False
"Category:Fields of application of statistics",False,4917,"Dependency ratio",False
"Category:Fields of application of statistics",False,2589,"Social experiment",False
"Category:Data collection",False,2667,"Bite force quotient",False
"Category:Data collection",False,13147,"Gregorian Tower",False
"Category:Statistical theory",False,814,"Popoviciu's inequality on variances",False
"Category:Fields of application of statistics",False,8019,"Citywide Educational Coalition",False
"Category:Statistical data coding",False,72808,"Luxembourg",False
"Category:Statistical organizations",False,1592,"National Bureau of Statistics of the People's Republic of China",False
"Category:Fields of application of statistics",False,1522,"Fuzzy transportation",False
"Category:Statistical theory",False,4804,"Ternary Golay code",False
"Category:Fields of application of statistics",False,4990,"Biological plausibility",False
"Category:Fields of application of statistics",False,59,"UV curve",False
"Category:Fields of application of statistics",False,8186,"ImageJ",False
"Category:Statistical theory",False,937,"Forecasting complexity",False
"Category:Information, knowledge, and uncertainty",False,2160,"JRDF (framework)",False
"Category:Fields of application of statistics",False,1093,"/dev/full",False
"Category:Decision theory",False,3759,"Omission bias",False
"Category:Statistical data sets",False,2852,"Central Agency for Public Mobilization and Statistics",False
"Category:Information, knowledge, and uncertainty",False,7840,"Association fallacy",False
"Category:Statistical data sets",False,95354,"Demographics of Moldova",False
"Category:Decision theory",False,45657,"Dominant-party system",False
"Category:Covariance and correlation",False,6346,"Spurious correlation",False
"Category:Data collection",False,20771,"Defining equation (physical chemistry)",False
"Category:Statistical data coding",False,4390,"ISO 3166-2:DZ",False
"Category:Decision theory",False,11979,"Representative democracy",False
"Category:Statistical software",False,6439,"Grace (plotting tool)",False
"Category:Statistical data types",False,2554,"Small Business Lending Index",False
"Category:Statistical data coding",False,9156,"NUTS of the Republic of Ireland",False
"Category:Fields of application of statistics",False,3806,"Participatory modeling",False
"Category:Fields of application of statistics",False,2920,"Amorphous Selenium Flat Panel Detectors",False
"Category:Rankings",False,8431,"International rankings of Ghana",False
"Category:Sampling (statistics)",False,5109,"Wet bias",False
"Category:Statistical data sets",False,33864,"Mazatecan languages",False
"Category:Information, knowledge, and uncertainty",False,2632,"Fuel price risk management",False
"Category:Stochastic processes",False,5477,"Virtual Output Queues",False
"Category:Fields of application of statistics",False,1913,"Fibre multi-object spectrograph",False
"Category:Fields of application of statistics",False,2328,"John Frank (epidemiologist)",False
"Category:Fields of application of statistics",False,4032,"Digital storage oscilloscope",False
"Category:Fields of application of statistics",False,44111,"Greek Basket League statistical leaders",False
"Category:Statistical theory",False,7719,"Variable-length code",False
"Category:Information, knowledge, and uncertainty",False,4055,"TOVE Project",False
"Category:Information, knowledge, and uncertainty",False,3783,"Solvency cone",False
"Category:Stochastic processes",False,7128,"ZocDoc",False
"Category:Fields of application of statistics",False,1675,"JEDMICS",False
"Category:Fields of application of statistics",False,5149,"Harmonic wavelet transform",False
"Category:Stochastic processes",False,1643,"Ehrenfest model",False
"Category:Rankings",False,17070,"THE–QS World University Rankings, 2004",False
"Category:Rankings",False,25335,"THE–QS World University Rankings, 2007",False
"Category:Rankings",False,26047,"THE–QS World University Rankings, 2006",False
"Category:Summary statistics",False,4627,"Bochner–Riesz mean",False
"Category:Data collection",False,1618,"National Intelligence Service (Peru)",False
"Category:Spatial data analysis",False,5106,"Spatial descriptive statistics",False
"Category:Statistical data sets",False,66035,"Geographic information system",False
"Category:Fields of application of statistics",False,1392,"Amplitude of low frequency fluctuations",False
"Category:Rankings",False,25677,"THE–QS World University Rankings, 2008",False
"Category:Decision theory",False,37571,"State-building",False
"Category:Information, knowledge, and uncertainty",False,23322,"Argument map",False
"Category:Fields of application of statistics",False,4944,"Flow shop scheduling",False
"Category:Information, knowledge, and uncertainty",False,2524,"Mean time to repair",False
"Category:Stochastic processes",False,13246,"Self-similar process",False
"Category:Data collection",False,24892,"Croatian security and intelligence system",False
"Category:Fields of application of statistics",False,23457,"Transgenerational design",False
"Category:Fields of application of statistics",False,134,"Master of Management in Operations Research",False
"Category:Statistical data sets",False,9941,"Mesonet",False
"Category:Fields of application of statistics",False,8501,"Bitmap",False
"Category:Statistical theory",False,9407,"Erasure code",False
"Category:Statistical data sets",False,13608,"CrimeStat",False
"Category:Fields of application of statistics",False,11921,"Indefinite lifespan",False
"Category:Statistical data types",False,1561,"Keqiang index",False
"Category:Decision theory",False,4738,"Gambling for resurrection",False
"Category:Fields of application of statistics",False,3762,"Sonic artifact",False
"Category:Survey methodology",False,13254,"Questionnaire",False
"Category:Fields of application of statistics",False,47612,"DNA microarray",False
"Category:Statistical data sets",False,3743,"A Glossary of the Tribes and Castes of the Punjab and North-West Frontier Province",False
"Category:Information, knowledge, and uncertainty",False,6078,"Transaction logic",False
"Category:Stochastic processes",False,3964,"Hierarchical hidden Markov model",False
"Category:Decision theory",False,11795,"Go and mathematics",False
"Category:Statistical software",False,37997,"SAS (software)",False
"Category:Information, knowledge, and uncertainty",False,9434,"Graveyard spiral",False
"Category:Information, knowledge, and uncertainty",False,9640,"Artyom Shneyerov",False
"Category:Fields of application of statistics",False,7770,"Intention-to-treat analysis",False
"Category:Fields of application of statistics",False,4578,"Environmental epidemiology",False
"Category:Statistics stubs",False,552,"Proper linear model",True
"Category:Meta-analysis",False,7253,"Thomas C. Chalmers",False
"Category:Probability distributions",False,21610,"Cauchy–Schwarz inequality",False
"Category:Fields of application of statistics",False,12219,"David Sackett",False
"Category:Information, knowledge, and uncertainty",False,3623,"Ground loop (aviation)",False
"Category:Time series analysis",False,6512,"STAR model",False
"Category:Data collection",False,1641,"High-energy astronomy",False
"Category:Fields of application of statistics",False,2856,"Global Biodiversity Information Facility",False
"Category:Fields of application of statistics",False,6992,"Proportional Representation Society of Australia",False
"Category:Statistical organizations",False,1348,"National Bureau of Statistics of Nigeria",False
"Category:Information, knowledge, and uncertainty",False,1615,"Monitoring and Surveillance Agents",False
"Category:Fields of application of statistics",False,3889,"Drizzle (image processing)",False
"Category:Statisticians",False,1599,"Abid Ali Kazi",False
"Category:Fields of application of statistics",False,2108,"Points per game",False
"Category:Statistical tests",True,3409,"Vuong's closeness test",False
"Category:Fields of application of statistics",False,1800,"Pioneer organism",False
"Category:Fields of application of statistics",False,6500,"Test Management Approach",False
"Category:Information, knowledge, and uncertainty",False,6469,"Open Biomedical Ontologies",False
"Category:Data collection",False,27162,"United States intelligence operations abroad",False
"Category:Statistical theory",False,61140,"MP3",False
"Category:Statistical data sets",False,26964,"Demographics of the Philippines",False
"Category:Fields of application of statistics",False,18281,"Homogenization (climate)",False
"Category:Information, knowledge, and uncertainty",False,3963,"Single point of failure",False
"Category:Statistical theory",False,2706,"Entropy encoding",False
"Category:Fields of application of statistics",False,100,".pgf",False
"Category:Fields of application of statistics",False,2670,"Matched Z-transform method",False
"Category:Time series analysis",False,100,"Moving average representation",False
"Category:Statistical data types",False,2328,"Extensions of Fisher's method",True
"Category:Data collection",False,744,"Preparation (physics)",False
"Category:Decision theory",False,1789,"Siegel's paradox",False
"Category:Statistics stubs",False,798,"Weak axiom of cost minimization",True
"Category:Statistical data types",False,791,"IBoxx",False
"Category:Data collection",False,20766,"Prescriptive analytics",False
"Category:Fields of application of statistics",False,6896,"GemIdent",False
"Category:Fields of application of statistics",False,2503,"Zelinsky Model",False
"Category:Fields of application of statistics",False,4856,"In silico PCR",False
"Category:Fields of application of statistics",False,35070,"Vendor Neutral Archive",False
"Category:Data collection",False,1411,"Standard Form 312",False
"Category:Fields of application of statistics",False,7741,"Image analysis",False
"Category:Data collection",False,9759,"Unit 8200",False
"Category:Statistical theory",False,4741,"PathSolutions",False
"Category:Fields of application of statistics",False,5866,"Social statistics",False
"Category:Information, knowledge, and uncertainty",False,1123,"EuroWordNet",False
"Category:Statistical data sets",False,1482,"East Mallee",False
"Category:Fields of application of statistics",False,16617,"FASTQ format",False
"Category:Fields of application of statistics",False,75,".ai (file format)",False
"Category:Fields of application of statistics",False,6924,"2014 ICC World Twenty20 statistics",False
"Category:Statistical theory",False,9180,"Rao–Blackwell theorem",False
"Category:Statisticians",False,11622,"Karl G. Karsten",False
"Category:Rankings",False,9002,"International rankings of Mauritius",False
"Category:Statistical data coding",False,35377,"Lombardy",False
"Category:Statistical data coding",False,1280,"Darmstadt (region)",False
"Category:Statistical data sets",False,26431,"Hearth tax",False
"Category:Information, knowledge, and uncertainty",False,4213,"UMBEL",False
"Category:Statistical data sets",False,11233,"Demographics of Macau",False
"Category:Information, knowledge, and uncertainty",False,1037,"Specific risk",False
"Category:Fields of application of statistics",False,3994,"Discrete rate simulation",False
"Category:Data analysis",False,4224,"Jackknife resampling",False
"Category:Covariance and correlation",False,1029,"Rational quadratic covariance function",True
"Category:Statistical data sets",False,7255,"Immigration to Ghana",False
"Category:Statistical theory",False,8336,"History of information theory",False
"Category:Statistical data sets",False,1273,"La Revanche des berceaux",False
"Category:Fields of application of statistics",False,5481,"Bioinformatics workflow management system",False
"Category:Fields of application of statistics",False,701,"Enzootic",False
"Category:Fields of application of statistics",False,59241,"John Stuart Mill",False
"Category:Decision theory",False,9968,"Protest vote",False
"Category:Fields of application of statistics",False,8333,"Component-based usability testing",False
"Category:Statistical randomness",False,1531,"Sidney Redner",False
"Category:Fields of application of statistics",False,2143,"Matrilateral",False
"Category:Fields of application of statistics",False,11136,"Flat rate (finance)",False
"Category:Decision theory",False,5035,"Micromega rule",False
"Category:Decision theory",False,16402,"Policy Coherence for Development",False
"Category:Data collection",False,9862,"CVoter",False
"Category:Time series analysis",False,583,"Phase perturbation",False
"Category:Spatial data analysis",False,8087,"Inverse distance weighting",False
"Category:Information, knowledge, and uncertainty",False,7618,"Darwin Core",False
"Category:Statistical data types",False,55473,"Human Development Index",False
"Category:Information, knowledge, and uncertainty",False,11190,"Uptime Institute",False
"Category:Fields of application of statistics",False,13272,"BAG3",False
"Category:Statistical data sets",False,68823,"Poverty in Mexico",False
"Category:Information, knowledge, and uncertainty",False,23790,"The Wisdom of Crowds",False
"Category:Statisticians",False,29936,"Paul Samuelson",False
"Category:Statistical data coding",False,39,"ISO 3166-1:GH",False
"Category:Decision theory",False,22092,"Texas Forensic Association",False
"Category:Time series analysis",False,5439,"Regression Analysis of Time Series",False
"Category:Statisticians",False,5132,"Ian Diamond",False
"Category:Fields of application of statistics",False,49363,"Confidence interval",False
"Category:Fields of application of statistics",False,1746,"Interfaces (journal)",False
"Category:Fields of application of statistics",False,1855,"Testware",False
"Category:Information, knowledge, and uncertainty",False,5656,"WASP (Winning and Score Predictor)",False
"Category:Stochastic processes",False,5700,"Evacuation process simulation",False
"Category:Statistics stubs",False,3304,"Generalized logistic distribution",True
"Category:Fields of application of statistics",False,2576,"Encyclopaedia of Medical Imaging",False
"Category:Information, knowledge, and uncertainty",False,1087,"Risk cybernetics",False
"Category:Statistical data sets",False,10524,"Russian Empire Census",False
"Category:Statistical organizations",False,4481,"National Vital Statistics System",False
"Category:Fields of application of statistics",False,16529,"Intermittent preventive therapy",False
"Category:Fields of application of statistics",False,25265,"Central Asians in Ancient Indian literature",False
"Category:Fields of application of statistics",False,7703,"Cricket statistics",False
"Category:Decision theory",False,1018,"Veterinary Feed Directive",False
"Category:Fields of application of statistics",False,6645,"EMix",False
"Category:Fields of application of statistics",False,72621,"Noise in music",False
"Category:Information, knowledge, and uncertainty",False,3280,"Risk-adjusted return on capital",False
"Category:Information, knowledge, and uncertainty",False,37511,"High definition optical disc format war",False
"Category:Fields of application of statistics",False,2659,"Audio normalization",False
"Category:Fields of application of statistics",False,10605,"Intercultural cities",False
"Category:Decision theory",False,1117,"Menu dependence",False
"Category:Information, knowledge, and uncertainty",False,1394,"HAtom",False
"Category:Fields of application of statistics",False,1480,"GENSCAN",False
"Category:Probability distributions",False,8449,"Joint probability distribution",False
"Category:Fields of application of statistics",False,4128,"Linguistic sequence complexity",False
"Category:Rankings",False,17796,"FIBA World Rankings",False
"Category:Fields of application of statistics",False,4804,"Class rank",False
"Category:Information, knowledge, and uncertainty",False,8824,"RDF Schema",False
"Category:Fields of application of statistics",False,28860,"History of immigration to Canada",False
"Category:Decision theory",False,2304,"Marginal use",False
"Category:Logic and statistics",False,2774,"Ecological validity",False
"Category:Decision theory",False,37579,"Chess theory",False
"Category:Fields of application of statistics",False,15082,"Branch table",False
"Category:Observational study",False,9359,"New Zealand Attitudes and Values Study",False
"Category:Fields of application of statistics",False,108,".xwd",False
"Category:Fields of application of statistics",False,3310,"Kodacolor Technology",False
"Category:Fields of application of statistics",False,2691,"Lean Six Sigma",False
"Category:Fields of application of statistics",False,4257,"Coiflet",False
"Category:Decision theory",False,3941,"Sergiu Hart",False
"Category:Fields of application of statistics",False,3114,"Active appearance model",False
"Category:Statistics journals",False,1425,"Naval Research Logistics",False
"Category:Information, knowledge, and uncertainty",False,15658,"Surety bond",False
"Category:Decision theory",False,8957,"El Farol Bar problem",False
"Category:Decision theory",False,6695,"Institute for National Security Studies (Israel)",False
"Category:Fields of application of statistics",False,16819,"Reverse computation",False
"Category:Decision theory",False,59448,"Agenda-setting theory",False
"Category:Fields of application of statistics",False,5666,"Paola Sebastiani",False
"Category:Time series analysis",False,1220,"Discrete frequency domain",False
"Category:Information, knowledge, and uncertainty",False,680,"Cash flow hedge",False
"Category:Statistical theory",False,7463,"Generation loss",False
"Category:Statistical theory",False,2926,"Shaping codes",False
"Category:Information, knowledge, and uncertainty",False,19804,"Chinese Library Classification",False
"Category:Statistical deviation and dispersion",False,7231,"Root-mean-square deviation of atomic positions",False
"Category:Fields of application of statistics",False,1324,"Set TSP problem",False
"Category:Statisticians",False,9309,"Dave Cameron (baseball analyst)",False
"Category:Fields of application of statistics",False,7085,"Software lockout",False
"Category:Statistical data sets",False,9261,"Non Resident Nepali Association",False
"Category:Probability distributions",False,4661,"Arcsine distribution",False
"Category:Statistical theory",False,5666,"Fisher transformation",False
"Category:Information, knowledge, and uncertainty",False,588,"Licence to use",False
"Category:Statistical data coding",False,42,"ISO 3166-1:ET",False
"Category:Fields of application of statistics",False,2533,"Variance risk premium",False
"Category:Statistical data coding",False,39,"ISO 3166-1:ES",False
"Category:Statistical data coding",False,41,"ISO 3166-1:ER",False
"Category:Fields of application of statistics",False,11813,"Features from accelerated segment test",False
"Category:Information, knowledge, and uncertainty",False,25967,"Risk aversion",False
"Category:Statistical data types",False,603,"Volume index",False
"Category:Fields of application of statistics",False,8062,"Thurstonian model",False
"Category:Fields of application of statistics",False,3186,"Assemble-to-order system",False
"Category:Statistical data coding",False,86,"ISO 3166-1:EH",False
"Category:Fields of application of statistics",False,28664,"Discrete cosine transform",False
"Category:Information, knowledge, and uncertainty",False,1957,"First look deal",False
"Category:Time series analysis",False,10945,"SigSpec",False
"Category:Statistical data coding",False,39,"ISO 3166-1:EG",False
"Category:Decision theory",False,69018,"Criticism of the United States government",False
"Category:Statistical data sets",False,7741,"Demographics of Burundi",False
"Category:Statistical data coding",False,41,"ISO 3166-1:EC",False
"Category:Fields of application of statistics",False,73035,"Tajikistan national football team head to head",False
"Category:Statistical data types",False,984,"Scottish Index of Multiple Deprivation",False
"Category:Decision theory",False,49414,"Heuristics in judgment and decision-making",False
"Category:Multivariate statistics",False,10775,"Sparse PCA",False
"Category:Information, knowledge, and uncertainty",False,3288,"Property & Casualty Management Systems",False
"Category:Decision theory",False,6844,"Jaakko Hintikka",False
"Category:Fields of application of statistics",False,13022,"Voice activity detection",False
"Category:Fields of application of statistics",False,1738,"SeqCorator",False
"Category:Decision theory",False,2428,"Graph continuous function",False
"Category:Statistical data sets",False,2058,"IWXXM",False
"Category:Fields of application of statistics",False,16283,"Sabermetrics",False
"Category:Data analysis",False,9137,"Stellar Wind",False
"Category:Statistical organizations",False,4656,"Ingram Olkin",False
"Category:Statistical software",False,17712,"EICASLAB",False
"Category:Statistical inference",True,10487,"Rodger's method",False
"Category:Data collection",False,13098,"SOE F Section timeline",False
"Category:Fields of application of statistics",False,34234,"Dutch records in athletics",False
"Category:Fields of application of statistics",False,8520,"W. Brian Arthur",False
"Category:Information, knowledge, and uncertainty",False,3469,"Asset reuse",False
"Category:Fields of application of statistics",False,1019,"Received noise power",False
"Category:Fields of application of statistics",False,4200,"Advanced product quality planning",False
"Category:Statistics stubs",False,828,"Iterated conditional modes",True
"Category:Computational statistics",False,4004,"Monte Carlo N-Particle Transport Code",False
"Category:Stochastic processes",False,6574,"Contact process (mathematics)",False
"Category:Data collection",False,3093,"Ninja Metrics",False
"Category:Statistical data sets",False,1384,"Skywarn Europe",False
"Category:Fields of application of statistics",False,7933,"Alexander MacAra",False
"Category:Stochastic processes",False,6059,"Determinantal point process",False
"Category:Information, knowledge, and uncertainty",False,43394,"Belief revision",False
"Category:Fields of application of statistics",False,4910,"All-time European Figure Skating Championships medal table",False
"Category:Statistical randomness",False,17864,"Daniel Gillespie",False
"Category:Decision theory",False,19115,"Consumer choice",False
"Category:Statistical data sets",False,1555,"1769 Census (Denmark–Norway)",False
"Category:Fields of application of statistics",False,693,"OELib",False
"Category:Sampling (statistics)",False,5888,"Spectrum bias",False
"Category:Fields of application of statistics",False,2632,"Dynamic factor",True
"Category:Information, knowledge, and uncertainty",False,4418,"Club of Budapest",False
"Category:Statistical data sets",False,81311,"Demographics of Kosovo",False
"Category:Fields of application of statistics",False,8828,"Multisample anti-aliasing",False
"Category:Design of experiments",False,5410,"Nasik magic hypercube",False
"Category:Data analysis",False,2573,"Paessler Router Traffic Grapher",False
"Category:Information, knowledge, and uncertainty",False,4469,"Music on demand",False
"Category:Information, knowledge, and uncertainty",False,3849,"Operational availability",False
"Category:Fields of application of statistics",False,20716,"Ecological effects of biodiversity",False
"Category:Statistical organizations",False,2996,"Federal Statistical Office of Germany",False
"Category:Fields of application of statistics",False,11661,"Cross-correlation",False
"Category:Fields of application of statistics",False,5304,"Glove problem",False
"Category:Statistical data coding",False,39583,"Ceuta",False
"Category:Statistical data sets",False,5520,"Tax on childlessness",False
"Category:Information, knowledge, and uncertainty",False,34067,"Resource Description Framework",False
"Category:Fields of application of statistics",False,684,"Gold in the mine",False
"Category:Statistical data sets",False,3850,"The Empty Cradle",False
"Category:Fields of application of statistics",False,6673,"Protein–protein interaction screening",False
"Category:Statistical theory",False,971,"Volume (compression)",False
"Category:Fields of application of statistics",False,15199,"Luria–Delbrück experiment",False
"Category:Fields of application of statistics",False,93,".cin",False
"Category:Information, knowledge, and uncertainty",False,4660,"Pinkerton liability",False
"Category:Data analysis",False,8523,"Endace",False
"Category:Decision theory",False,1060,"Auction school",False
"Category:Probability distributions",False,2425,"Conditional variance",True
"Category:Fields of application of statistics",False,35444,"Generation",False
"Category:Statistical data sets",False,3595,"CrimeAnalyst",False
"Category:Information, knowledge, and uncertainty",False,1567,"Embedded RDF",False
"Category:Fields of application of statistics",False,31398,"Sexual abstinence",False
"Category:Data analysis",False,5923,"Lift (data mining)",False
